ensembl_gene_id_version	gene_biotype	external_gene_name	description
ENSG00000151790.9	protein_coding	TDO2	tryptophan 2,3-dioxygenase [Source:HGNC Symbol;Acc:HGNC:11708]
ENSG00000151806.14	protein_coding	GUF1	GTP binding elongation factor GUF1 [Source:HGNC Symbol;Acc:HGNC:25799]
ENSG00000151834.16	protein_coding	GABRA2	gamma-aminobutyric acid type A receptor subunit alpha2 [Source:HGNC Symbol;Acc:HGNC:4076]
ENSG00000151876.13	protein_coding	FBXO4	F-box protein 4 [Source:HGNC Symbol;Acc:HGNC:13583]
ENSG00000151881.15	protein_coding	TMEM267	transmembrane protein 267 [Source:HGNC Symbol;Acc:HGNC:26139]
ENSG00000151882.11	protein_coding	CCL28	C-C motif chemokine ligand 28 [Source:HGNC Symbol;Acc:HGNC:17700]
ENSG00000151883.19	protein_coding	PARP8	poly(ADP-ribose) polymerase family member 8 [Source:HGNC Symbol;Acc:HGNC:26124]
ENSG00000151914.22	protein_coding	DST	dystonin [Source:HGNC Symbol;Acc:HGNC:1090]
ENSG00000151917.18	protein_coding	BEND6	BEN domain containing 6 [Source:HGNC Symbol;Acc:HGNC:20871]
ENSG00000151962.8	protein_coding	RBM46	RNA binding motif protein 46 [Source:HGNC Symbol;Acc:HGNC:28401]
ENSG00000151967.18	protein_coding	SCHIP1	schwannomin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:15678]
ENSG00000152034.11	protein_coding	MCHR2	melanin concentrating hormone receptor 2 [Source:HGNC Symbol;Acc:HGNC:20867]
ENSG00000152208.13	protein_coding	GRID2	glutamate ionotropic receptor delta type subunit 2 [Source:HGNC Symbol;Acc:HGNC:4576]
ENSG00000152348.16	protein_coding	ATG10	autophagy related 10 [Source:HGNC Symbol;Acc:HGNC:20315]
ENSG00000152359.15	protein_coding	POC5	POC5 centriolar protein [Source:HGNC Symbol;Acc:HGNC:26658]
ENSG00000152377.14	protein_coding	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1 [Source:HGNC Symbol;Acc:HGNC:11251]
ENSG00000152380.10	protein_coding	FAM151B	family with sequence similarity 151 member B [Source:HGNC Symbol;Acc:HGNC:33716]
ENSG00000152409.9	protein_coding	JMY	junction mediating and regulatory protein, p53 cofactor [Source:HGNC Symbol;Acc:HGNC:28916]
ENSG00000152413.15	protein_coding	HOMER1	homer scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:17512]
ENSG00000152422.16	protein_coding	XRCC4	X-ray repair cross complementing 4 [Source:HGNC Symbol;Acc:HGNC:12831]
ENSG00000152492.15	protein_coding	CCDC50	coiled-coil domain containing 50 [Source:HGNC Symbol;Acc:HGNC:18111]
ENSG00000152495.11	protein_coding	CAMK4	calcium/calmodulin dependent protein kinase IV [Source:HGNC Symbol;Acc:HGNC:1464]
ENSG00000152503.10	protein_coding	TRIM36	tripartite motif containing 36 [Source:HGNC Symbol;Acc:HGNC:16280]
ENSG00000152580.9	protein_coding	IGSF10	immunoglobulin superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:26384]
ENSG00000152582.14	protein_coding	SPEF2	sperm flagellar 2 [Source:HGNC Symbol;Acc:HGNC:26293]
ENSG00000152583.13	protein_coding	SPARCL1	SPARC like 1 [Source:HGNC Symbol;Acc:HGNC:11220]
ENSG00000152591.15	protein_coding	DSPP	dentin sialophosphoprotein [Source:HGNC Symbol;Acc:HGNC:3054]
ENSG00000152592.15	protein_coding	DMP1	dentin matrix acidic phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:2932]
ENSG00000152595.17	protein_coding	MEPE	matrix extracellular phosphoglycoprotein [Source:HGNC Symbol;Acc:HGNC:13361]
ENSG00000152601.18	protein_coding	MBNL1	muscleblind like splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:6923]
ENSG00000152611.12	protein_coding	CAPSL	calcyphosine like [Source:HGNC Symbol;Acc:HGNC:28375]
ENSG00000152620.13	protein_coding	NADK2	NAD kinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26404]
ENSG00000152661.9	protein_coding	GJA1	gap junction protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:4274]
ENSG00000152669.9	protein_coding	CCNO	cyclin O [Source:HGNC Symbol;Acc:HGNC:18576]
ENSG00000152670.19	protein_coding	DDX4	DEAD-box helicase 4 [Source:HGNC Symbol;Acc:HGNC:18700]
ENSG00000152684.11	protein_coding	PELO	pelota mRNA surveillance and ribosome rescue factor [Source:HGNC Symbol;Acc:HGNC:8829]
ENSG00000152700.14	protein_coding	SAR1B	secretion associated Ras related GTPase 1B [Source:HGNC Symbol;Acc:HGNC:10535]
ENSG00000152705.8	protein_coding	CATSPER3	cation channel sperm associated 3 [Source:HGNC Symbol;Acc:HGNC:20819]
ENSG00000152784.16	protein_coding	PRDM8	PR/SET domain 8 [Source:HGNC Symbol;Acc:HGNC:13993]
ENSG00000152785.8	protein_coding	BMP3	bone morphogenetic protein 3 [Source:HGNC Symbol;Acc:HGNC:1070]
ENSG00000152795.18	protein_coding	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like [Source:HGNC Symbol;Acc:HGNC:5037]
ENSG00000152818.20	protein_coding	UTRN	utrophin [Source:HGNC Symbol;Acc:HGNC:12635]
ENSG00000152894.15	protein_coding	PTPRK	protein tyrosine phosphatase receptor type K [Source:HGNC Symbol;Acc:HGNC:9674]
ENSG00000152926.16	protein_coding	ZNF117	zinc finger protein 117 [Source:HGNC Symbol;Acc:HGNC:12897]
ENSG00000152932.8	protein_coding	RAB3C	RAB3C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30269]
ENSG00000152939.17	protein_coding	MARVELD2	MARVEL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26401]
ENSG00000152942.19	protein_coding	RAD17	RAD17 checkpoint clamp loader component [Source:HGNC Symbol;Acc:HGNC:9807]
ENSG00000152953.13	protein_coding	STK32B	serine/threonine kinase 32B [Source:HGNC Symbol;Acc:HGNC:14217]
ENSG00000152954.12	protein_coding	NRSN1	neurensin 1 [Source:HGNC Symbol;Acc:HGNC:17881]
ENSG00000152969.21	protein_coding	JAKMIP1	janus kinase and microtubule interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26460]
ENSG00000152977.10	protein_coding	ZIC1	Zic family member 1 [Source:HGNC Symbol;Acc:HGNC:12872]
ENSG00000152990.14	protein_coding	ADGRA3	adhesion G protein-coupled receptor A3 [Source:HGNC Symbol;Acc:HGNC:13839]
ENSG00000153002.12	protein_coding	CPB1	carboxypeptidase B1 [Source:HGNC Symbol;Acc:HGNC:2299]
ENSG00000153006.16	protein_coding	SREK1IP1	SREK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26716]
ENSG00000153012.12	protein_coding	LGI2	leucine rich repeat LGI family member 2 [Source:HGNC Symbol;Acc:HGNC:18710]
ENSG00000153015.17	protein_coding	CWC27	CWC27 spliceosome associated cyclophilin [Source:HGNC Symbol;Acc:HGNC:10664]
ENSG00000153037.15	protein_coding	SRP19	signal recognition particle 19 [Source:HGNC Symbol;Acc:HGNC:11300]
ENSG00000153044.10	protein_coding	CENPH	centromere protein H [Source:HGNC Symbol;Acc:HGNC:17268]
ENSG00000153046.18	protein_coding	CDYL	chromodomain Y like [Source:HGNC Symbol;Acc:HGNC:1811]
ENSG00000153064.12	protein_coding	BANK1	B cell scaffold protein with ankyrin repeats 1 [Source:HGNC Symbol;Acc:HGNC:18233]
ENSG00000153071.15	protein_coding	DAB2	DAB adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:2662]
ENSG00000153113.24	protein_coding	CAST	calpastatin [Source:HGNC Symbol;Acc:HGNC:1515]
ENSG00000153130.18	protein_coding	SCOC	short coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:20335]
ENSG00000153132.13	protein_coding	CLGN	calmegin [Source:HGNC Symbol;Acc:HGNC:2060]
ENSG00000153140.9	protein_coding	CETN3	centrin 3 [Source:HGNC Symbol;Acc:HGNC:1868]
ENSG00000153147.6	protein_coding	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]
ENSG00000153157.13	protein_coding	SYCP2L	synaptonemal complex protein 2 like [Source:HGNC Symbol;Acc:HGNC:21537]
ENSG00000153162.9	protein_coding	BMP6	bone morphogenetic protein 6 [Source:HGNC Symbol;Acc:HGNC:1073]
ENSG00000153291.16	protein_coding	SLC25A27	solute carrier family 25 member 27 [Source:HGNC Symbol;Acc:HGNC:21065]
ENSG00000153292.16	protein_coding	ADGRF1	adhesion G protein-coupled receptor F1 [Source:HGNC Symbol;Acc:HGNC:18990]
ENSG00000153294.12	protein_coding	ADGRF4	adhesion G protein-coupled receptor F4 [Source:HGNC Symbol;Acc:HGNC:19011]
ENSG00000153303.18	protein_coding	FRMD1	FERM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21240]
ENSG00000153347.10	protein_coding	FAM81B	family with sequence similarity 81 member B [Source:HGNC Symbol;Acc:HGNC:26335]
ENSG00000153395.10	protein_coding	LPCAT1	lysophosphatidylcholine acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:25718]
ENSG00000153404.15	protein_coding	PLEKHG4B	pleckstrin homology and RhoGEF domain containing G4B [Source:HGNC Symbol;Acc:HGNC:29399]
ENSG00000153721.19	protein_coding	CNKSR3	CNKSR family member 3 [Source:HGNC Symbol;Acc:HGNC:23034]
ENSG00000153790.12	protein_coding	C7orf31	chromosome 7 open reading frame 31 [Source:HGNC Symbol;Acc:HGNC:21722]
ENSG00000153802.12	protein_coding	TMPRSS11D	transmembrane serine protease 11D [Source:HGNC Symbol;Acc:HGNC:24059]
ENSG00000153814.13	protein_coding	JAZF1	JAZF zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:28917]
ENSG00000153914.16	protein_coding	SREK1	splicing regulatory glutamic acid and lysine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:17882]
ENSG00000153922.12	protein_coding	CHD1	chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915]
ENSG00000153956.17	protein_coding	CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1 [Source:HGNC Symbol;Acc:HGNC:1399]
ENSG00000153975.10	protein_coding	ZUP1	zinc finger containing ubiquitin peptidase 1 [Source:HGNC Symbol;Acc:HGNC:21224]
ENSG00000153989.8	protein_coding	NUS1	NUS1 dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:21042]
ENSG00000153993.14	protein_coding	SEMA3D	semaphorin 3D [Source:HGNC Symbol;Acc:HGNC:10726]
ENSG00000154079.6	protein_coding	SDHAF4	succinate dehydrogenase complex assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:20957]
ENSG00000154122.14	protein_coding	ANKH	ANKH inorganic pyrophosphate transport regulator [Source:HGNC Symbol;Acc:HGNC:15492]
ENSG00000154124.6	protein_coding	OTULIN	OTU deubiquitinase with linear linkage specificity [Source:HGNC Symbol;Acc:HGNC:25118]
ENSG00000154153.15	protein_coding	RETREG1	reticulophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:25964]
ENSG00000154162.15	protein_coding	CDH12	cadherin 12 [Source:HGNC Symbol;Acc:HGNC:1751]
ENSG00000154269.15	protein_coding	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:3358]
ENSG00000154274.15	protein_coding	C4orf19	chromosome 4 open reading frame 19 [Source:HGNC Symbol;Acc:HGNC:25618]
ENSG00000154277.13	protein_coding	UCHL1	ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]
ENSG00000154310.17	protein_coding	TNIK	TRAF2 and NCK interacting kinase [Source:HGNC Symbol;Acc:HGNC:30765]
ENSG00000154415.8	protein_coding	PPP1R3A	protein phosphatase 1 regulatory subunit 3A [Source:HGNC Symbol;Acc:HGNC:9291]
ENSG00000154438.8	protein_coding	ASZ1	ankyrin repeat, SAM and basic leucine zipper domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1350]
ENSG00000154447.15	protein_coding	SH3RF1	SH3 domain containing ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17650]
ENSG00000154548.9	protein_coding	SRSF12	serine and arginine rich splicing factor 12 [Source:HGNC Symbol;Acc:HGNC:21220]
ENSG00000154553.17	protein_coding	PDLIM3	PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:HGNC:20767]
ENSG00000154556.20	protein_coding	SORBS2	sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098]
ENSG00000154678.18	protein_coding	PDE1C	phosphodiesterase 1C [Source:HGNC Symbol;Acc:HGNC:8776]
ENSG00000154710.18	protein_coding	RABGEF1	RAB guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:17676]
ENSG00000154917.11	protein_coding	RAB6B	RAB6B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14902]
ENSG00000154928.19	protein_coding	EPHB1	EPH receptor B1 [Source:HGNC Symbol;Acc:HGNC:3392]
ENSG00000154978.13	protein_coding	VOPP1	VOPP1 WW domain binding protein [Source:HGNC Symbol;Acc:HGNC:34518]
ENSG00000154997.9	protein_coding	SEPTIN14	septin 14 [Source:HGNC Symbol;Acc:HGNC:33280]
ENSG00000155011.9	protein_coding	DKK2	dickkopf WNT signaling pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:2892]
ENSG00000155016.18	protein_coding	CYP2U1	cytochrome P450 family 2 subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:20582]
ENSG00000155026.17	protein_coding	RSPH10B	radial spoke head 10 homolog B [Source:HGNC Symbol;Acc:HGNC:27362]
ENSG00000155034.20	protein_coding	FBXL18	F-box and leucine rich repeat protein 18 [Source:HGNC Symbol;Acc:HGNC:21874]
ENSG00000155085.16	protein_coding	AK9	adenylate kinase 9 [Source:HGNC Symbol;Acc:HGNC:33814]
ENSG00000155093.19	protein_coding	PTPRN2	protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]
ENSG00000155111.15	protein_coding	CDK19	cyclin dependent kinase 19 [Source:HGNC Symbol;Acc:HGNC:19338]
ENSG00000155115.7	protein_coding	GTF3C6	general transcription factor IIIC subunit 6 [Source:HGNC Symbol;Acc:HGNC:20872]
ENSG00000155269.12	protein_coding	GPR78	G protein-coupled receptor 78 [Source:HGNC Symbol;Acc:HGNC:4528]
ENSG00000155275.19	protein_coding	TRMT44	tRNA methyltransferase 44 homolog [Source:HGNC Symbol;Acc:HGNC:26653]
ENSG00000155324.10	protein_coding	GRAMD2B	GRAM domain containing 2B [Source:HGNC Symbol;Acc:HGNC:24911]
ENSG00000155329.12	protein_coding	ZCCHC10	zinc finger CCHC-type containing 10 [Source:HGNC Symbol;Acc:HGNC:25954]
ENSG00000155428.12	protein_coding	TRIM74	tripartite motif containing 74 [Source:HGNC Symbol;Acc:HGNC:17453]
ENSG00000155506.19	protein_coding	LARP1	La ribonucleoprotein 1, translational regulator [Source:HGNC Symbol;Acc:HGNC:29531]
ENSG00000155508.14	protein_coding	CNOT8	CCR4-NOT transcription complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:9207]
ENSG00000155530.4	protein_coding	LRGUK	leucine rich repeats and guanylate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:21964]
ENSG00000155542.12	protein_coding	SETD9	SET domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28508]
ENSG00000155545.20	protein_coding	MIER3	MIER family member 3 [Source:HGNC Symbol;Acc:HGNC:26678]
ENSG00000155561.15	protein_coding	NUP205	nucleoporin 205 [Source:HGNC Symbol;Acc:HGNC:18658]
ENSG00000155660.11	protein_coding	PDIA4	protein disulfide isomerase family A member 4 [Source:HGNC Symbol;Acc:HGNC:30167]
ENSG00000155846.17	protein_coding	PPARGC1B	PPARG coactivator 1 beta [Source:HGNC Symbol;Acc:HGNC:30022]
ENSG00000155849.16	protein_coding	ELMO1	engulfment and cell motility 1 [Source:HGNC Symbol;Acc:HGNC:16286]
ENSG00000155850.9	protein_coding	SLC26A2	solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994]
ENSG00000155858.6	protein_coding	LSM11	LSM11, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:30860]
ENSG00000155868.8	protein_coding	MED7	mediator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:2378]
ENSG00000155890.4	protein_coding	TRIM42	tripartite motif containing 42 [Source:HGNC Symbol;Acc:HGNC:19014]
ENSG00000155893.13	protein_coding	PXYLP1	2-phosphoxylose phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:26303]
ENSG00000155903.14	protein_coding	RASA2	RAS p21 protein activator 2 [Source:HGNC Symbol;Acc:HGNC:9872]
ENSG00000155906.20	protein_coding	RMND1	required for meiotic nuclear division 1 homolog [Source:HGNC Symbol;Acc:HGNC:21176]
ENSG00000155918.8	protein_coding	RAET1L	retinoic acid early transcript 1L [Source:HGNC Symbol;Acc:HGNC:16798]
ENSG00000156096.14	protein_coding	UGT2B4	UDP glucuronosyltransferase family 2 member B4 [Source:HGNC Symbol;Acc:HGNC:12553]
ENSG00000156136.10	protein_coding	DCK	deoxycytidine kinase [Source:HGNC Symbol;Acc:HGNC:2704]
ENSG00000156140.10	protein_coding	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3 [Source:HGNC Symbol;Acc:HGNC:219]
ENSG00000156194.18	protein_coding	PPEF2	protein phosphatase with EF-hand domain 2 [Source:HGNC Symbol;Acc:HGNC:9244]
ENSG00000156219.18	protein_coding	ART3	ADP-ribosyltransferase 3 (inactive) [Source:HGNC Symbol;Acc:HGNC:725]
ENSG00000156234.8	protein_coding	CXCL13	C-X-C motif chemokine ligand 13 [Source:HGNC Symbol;Acc:HGNC:10639]
ENSG00000156269.5	protein_coding	NAA11	N-alpha-acetyltransferase 11, NatA catalytic subunit [Source:HGNC Symbol;Acc:HGNC:28125]
ENSG00000156427.8	protein_coding	FGF18	fibroblast growth factor 18 [Source:HGNC Symbol;Acc:HGNC:3674]
ENSG00000156453.14	protein_coding	PCDH1	protocadherin 1 [Source:HGNC Symbol;Acc:HGNC:8655]
ENSG00000156463.18	protein_coding	SH3RF2	SH3 domain containing ring finger 2 [Source:HGNC Symbol;Acc:HGNC:26299]
ENSG00000156475.19	protein_coding	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta [Source:HGNC Symbol;Acc:HGNC:9305]
ENSG00000156508.19	protein_coding	EEF1A1	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]
ENSG00000156535.15	protein_coding	CD109	CD109 molecule [Source:HGNC Symbol;Acc:HGNC:21685]
ENSG00000156564.10	protein_coding	LRFN2	leucine rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21226]
ENSG00000156639.12	protein_coding	ZFAND3	zinc finger AN1-type containing 3 [Source:HGNC Symbol;Acc:HGNC:18019]
ENSG00000156711.17	protein_coding	MAPK13	mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]
ENSG00000156928.5	protein_coding	MALSU1	mitochondrial assembly of ribosomal large subunit 1 [Source:HGNC Symbol;Acc:HGNC:21721]
ENSG00000156931.16	protein_coding	VPS8	VPS8 subunit of CORVET complex [Source:HGNC Symbol;Acc:HGNC:29122]
ENSG00000156976.17	protein_coding	EIF4A2	eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284]
ENSG00000157005.4	protein_coding	SST	somatostatin [Source:HGNC Symbol;Acc:HGNC:11329]
ENSG00000157107.14	protein_coding	FCHO2	FCH and mu domain containing endocytic adaptor 2 [Source:HGNC Symbol;Acc:HGNC:25180]
ENSG00000157111.13	protein_coding	TMEM171	transmembrane protein 171 [Source:HGNC Symbol;Acc:HGNC:27031]
ENSG00000157212.19	protein_coding	PAXIP1	PAX interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8624]
ENSG00000157214.14	protein_coding	STEAP2	STEAP2 metalloreductase [Source:HGNC Symbol;Acc:HGNC:17885]
ENSG00000157219.5	protein_coding	HTR5A	5-hydroxytryptamine receptor 5A [Source:HGNC Symbol;Acc:HGNC:5300]
ENSG00000157224.16	protein_coding	CLDN12	claudin 12 [Source:HGNC Symbol;Acc:HGNC:2034]
ENSG00000157240.4	protein_coding	FZD1	frizzled class receptor 1 [Source:HGNC Symbol;Acc:HGNC:4038]
ENSG00000157259.8	protein_coding	GATAD1	GATA zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29941]
ENSG00000157343.9	protein_coding	ARMC12	armadillo repeat containing 12 [Source:HGNC Symbol;Acc:HGNC:21099]
ENSG00000157404.17	protein_coding	KIT	KIT proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6342]
ENSG00000157426.14	protein_coding	AASDH	aminoadipate-semialdehyde dehydrogenase [Source:HGNC Symbol;Acc:HGNC:23993]
ENSG00000157510.14	protein_coding	AFAP1L1	actin filament associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:26714]
ENSG00000157593.19	protein_coding	SLC35B2	solute carrier family 35 member B2 [Source:HGNC Symbol;Acc:HGNC:16872]
ENSG00000157703.16	protein_coding	SVOPL	SVOP like [Source:HGNC Symbol;Acc:HGNC:27034]
ENSG00000157741.15	protein_coding	UBN2	ubinuclein 2 [Source:HGNC Symbol;Acc:HGNC:21931]
ENSG00000157764.14	protein_coding	BRAF	B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]
ENSG00000157765.13	protein_coding	SLC34A2	solute carrier family 34 member 2 [Source:HGNC Symbol;Acc:HGNC:11020]
ENSG00000157778.9	protein_coding	PSMG3	proteasome assembly chaperone 3 [Source:HGNC Symbol;Acc:HGNC:22420]
ENSG00000157796.18	protein_coding	WDR19	WD repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:18340]
ENSG00000157800.18	protein_coding	SLC37A3	solute carrier family 37 member 3 [Source:HGNC Symbol;Acc:HGNC:20651]
ENSG00000157869.16	protein_coding	RAB28	RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9768]
ENSG00000157927.17	protein_coding	RADIL	Rap associating with DIL domain [Source:HGNC Symbol;Acc:HGNC:22226]
ENSG00000157954.15	protein_coding	WIPI2	WD repeat domain, phosphoinositide interacting 2 [Source:HGNC Symbol;Acc:HGNC:32225]
ENSG00000157999.6	protein_coding	ANKRD61	ankyrin repeat domain 61 [Source:HGNC Symbol;Acc:HGNC:22467]
ENSG00000158092.7	protein_coding	NCK1	NCK adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:7664]
ENSG00000158163.15	protein_coding	DZIP1L	DAZ interacting zinc finger protein 1 like [Source:HGNC Symbol;Acc:HGNC:26551]
ENSG00000158186.13	protein_coding	MRAS	muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7227]
ENSG00000158220.14	protein_coding	ESYT3	extended synaptotagmin 3 [Source:HGNC Symbol;Acc:HGNC:24295]
ENSG00000158234.13	protein_coding	FAIM	Fas apoptotic inhibitory molecule [Source:HGNC Symbol;Acc:HGNC:18703]
ENSG00000158258.16	protein_coding	CLSTN2	calsyntenin 2 [Source:HGNC Symbol;Acc:HGNC:17448]
ENSG00000158321.19	protein_coding	AUTS2	activator of transcription and developmental regulator AUTS2 [Source:HGNC Symbol;Acc:HGNC:14262]
ENSG00000158373.9	protein_coding	H2BC5	H2B clustered histone 5 [Source:HGNC Symbol;Acc:HGNC:4747]
ENSG00000158402.21	protein_coding	CDC25C	cell division cycle 25C [Source:HGNC Symbol;Acc:HGNC:1727]
ENSG00000158406.6	protein_coding	H4C8	H4 clustered histone 8 [Source:HGNC Symbol;Acc:HGNC:4788]
ENSG00000158457.6	protein_coding	TSPAN33	tetraspanin 33 [Source:HGNC Symbol;Acc:HGNC:28743]
ENSG00000158458.21	protein_coding	NRG2	neuregulin 2 [Source:HGNC Symbol;Acc:HGNC:7998]
ENSG00000158467.17	protein_coding	AHCYL2	adenosylhomocysteinase like 2 [Source:HGNC Symbol;Acc:HGNC:22204]
ENSG00000158497.6	protein_coding	HMHB1	histocompatibility minor HB-1 [Source:HGNC Symbol;Acc:HGNC:29677]
ENSG00000158516.12	protein_coding	CPA2	carboxypeptidase A2 [Source:HGNC Symbol;Acc:HGNC:2297]
ENSG00000158517.16	protein_coding	NCF1	neutrophil cytosolic factor 1 [Source:HGNC Symbol;Acc:HGNC:7660]
ENSG00000158525.16	protein_coding	CPA5	carboxypeptidase A5 [Source:HGNC Symbol;Acc:HGNC:15722]
ENSG00000158528.12	protein_coding	PPP1R9A	protein phosphatase 1 regulatory subunit 9A [Source:HGNC Symbol;Acc:HGNC:14946]
ENSG00000158553.5	protein_coding	POM121L2	POM121 transmembrane nucleoporin like 2 [Source:HGNC Symbol;Acc:HGNC:13973]
ENSG00000158560.14	protein_coding	DYNC1I1	dynein cytoplasmic 1 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2963]
ENSG00000158604.15	protein_coding	TMED4	transmembrane p24 trafficking protein 4 [Source:HGNC Symbol;Acc:HGNC:22301]
ENSG00000158623.14	protein_coding	COPG2	COPI coat complex subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:2237]
ENSG00000158683.10	protein_coding	PKD1L1	polycystin 1 like 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:18053]
ENSG00000158691.15	protein_coding	ZSCAN12	zinc finger and SCAN domain containing 12 [Source:HGNC Symbol;Acc:HGNC:13172]
ENSG00000158985.14	protein_coding	CDC42SE2	CDC42 small effector 2 [Source:HGNC Symbol;Acc:HGNC:18547]
ENSG00000158987.22	protein_coding	RAPGEF6	Rap guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:20655]
ENSG00000159674.12	protein_coding	SPON2	spondin 2 [Source:HGNC Symbol;Acc:HGNC:11253]
ENSG00000159692.17	protein_coding	CTBP1	C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]
ENSG00000159733.14	protein_coding	ZFYVE28	zinc finger FYVE-type containing 28 [Source:HGNC Symbol;Acc:HGNC:29334]
ENSG00000159763.4	protein_coding	PIP	prolactin induced protein [Source:HGNC Symbol;Acc:HGNC:8993]
ENSG00000159784.18	protein_coding	FAM131B	family with sequence similarity 131 member B [Source:HGNC Symbol;Acc:HGNC:22202]
ENSG00000159788.20	protein_coding	RGS12	regulator of G protein signaling 12 [Source:HGNC Symbol;Acc:HGNC:9994]
ENSG00000159840.16	protein_coding	ZYX	zyxin [Source:HGNC Symbol;Acc:HGNC:13200]
ENSG00000160813.7	protein_coding	PPP1R35	protein phosphatase 1 regulatory subunit 35 [Source:HGNC Symbol;Acc:HGNC:28320]
ENSG00000160862.13	protein_coding	AZGP1	alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:HGNC:910]
ENSG00000160867.15	protein_coding	FGFR4	fibroblast growth factor receptor 4 [Source:HGNC Symbol;Acc:HGNC:3691]
ENSG00000160868.16	protein_coding	CYP3A4	cytochrome P450 family 3 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:2637]
ENSG00000160870.15	protein_coding	CYP3A7	cytochrome P450 family 3 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:2640]
ENSG00000160883.11	protein_coding	HK3	hexokinase 3 [Source:HGNC Symbol;Acc:HGNC:4925]
ENSG00000160908.15	protein_coding	ZNF394	zinc finger protein 394 [Source:HGNC Symbol;Acc:HGNC:18832]
